stop_id,stop_name,stop_lat,stop_lon
BS_1100_100900008,양현관,37.589768003,126.993768558
BS_1100_100900009,종로5가입구.혜화경찰서,37.571797,126.997681
BS_1100_100900010,상명대후문,37.60407158,126.957463368
BS_1100_100900011,원서고개,37.583080553,126.987808843
BS_1100_100900012,샘미용실,37.590254572,126.99340842
BS_1100_100900013,창신쌍용2단지.한성대후문,37.581264797,127.012758115
BS_1100_100900014,산정빌라,37.605283583,126.957578204
BS_1100_100900015,경희궁자이2.3단지,37.568787113,126.964068601
BS_1100_100900016,오거리,37.607062116,126.9622629
BS_1100_100900017,국민생활관,37.589745635,126.998861967
BS_1100_100900018,구기빌라,37.606133452,126.957980933
BS_1100_100900019,마트앞,37.606698706,126.958756466
BS_1100_100900020,통인시장,37.580441749,126.968495694
BS_1100_100900021,양현관,37.589791423,126.993604362
BS_1100_100900022,국민은행.세검정지점,37.604952,126.960876
BS_1100_100900024,삼청동주민센터,37.584263828,126.981907162
BS_1100_100900025,세검초등학교,37.604252279,126.96149076
BS_1100_100900026,빨래터.고희동미술관,37.58299,126.989067
BS_1100_100900027,혜화역4번출구,37.583509,127.001555
BS_1100_100900028,방송통신대앞,37.578697361,127.001992679
BS_1100_100900029,화정박물관,37.604980608,126.96520079
BS_1100_100900030,서울대치과대학,37.577411,126.997802
BS_1100_100900031,서울국제고등학교,37.589071595,126.997290259
BS_1100_100900032,샘미용실,37.590309527,126.993222705
BS_1100_100900033,효제초교.연동교회.김마리아활동터,37.573641335,127.002208781
BS_1100_100900034,박노수미술관,37.580996742,126.966603478
BS_1100_100900035,금융연수원,37.586641,126.981657
BS_1100_100900036,화정박물관,37.604801198,126.964883745
BS_1100_100900037,인사미술공간.세탁소,37.581410984,126.989367084
BS_1100_100900038,서울대치과대학,37.577572,126.99787
BS_1100_100900039,낙산공원,37.580403721,127.008721568
BS_1100_100900040,명륜3가종점,37.590948378,126.99286368
BS_1100_100900041,수성동계곡,37.582082,126.964469
BS_1100_100900042,서울대학교병원현관.암병원현관,37.578951471,126.998156765
BS_1100_100900043,이화사거리,37.576948344,127.002008483
BS_1100_100900044,서대문역3번출구,37.566337064,126.966393939
BS_1100_100900045,통일부,37.587594805,126.985947673
BS_1100_100900046,명륜시장.성대후문,37.588511053,126.995254309
BS_1100_100900047,평창파출소,37.605681218,126.966816702
BS_1100_100900048,가회동주민센터,37.579973,126.984957
BS_1100_100900049,독립문초등학교,37.573869971,126.960677516
BS_1100_100900050,아름다운실버,37.612010058,126.965463701
BS_1100_100900051,창덕궁,37.57676,126.990385
BS_1100_100900052,북촌한옥마을입구.정세권활동터,37.581599731,126.984942232
BS_1100_100900053,청룡사.보문파크뷰자이아파트,37.580018954,127.01700714
BS_1100_100900054,소나무집,37.611277072,126.964110466
BS_1100_100900056,경복궁,37.576950157,126.979337756
BS_1100_100900057,종로3가.1.3.5호선,37.57158,126.991965
BS_1100_100900058,안국선원.삼거리,37.582790979,126.984994076
BS_1100_100900059,사우디대사관앞.경남빌라,37.584105674,126.985031178
BS_1100_100900060,종로센트레빌후문.e편한세상보문아파트,37.581774393,127.016185525
BS_1100_100900061,경희궁자이4단지,37.57136,126.961358
BS_1100_100900062,언덕앞,37.608953975,126.963792172
BS_1100_100900063,혜화우체국,37.586037656,127.000613715
BS_1100_100900064,새마을금고,37.587737061,126.996518051
BS_1100_100900065,광화문새마을금고,37.579368769,126.971146649
BS_1100_100900066,종로4가.종묘공원,37.570689,126.994624
BS_1100_100900067,인왕빌딩,37.607928331,126.957744333
BS_1100_100900068,중앙중고,37.583092177,126.986965299
BS_1100_100900069,감사원,37.586210652,126.985290057
BS_1100_100900070,명신초.삼선푸르지오.힐스테이트,37.582106207,127.014556281
BS_1100_100900071,영천시장,37.570084,126.962735
BS_1100_100900072,청련사입구,37.607980377,126.962431201
BS_1100_100900073,한국사회과학자료원,37.573667015,126.964123931
BS_1100_100900074,감나무골공원,37.612405961,126.969947937
BS_1100_100900075,혜화역1번출구,37.58347299,127.001763286
BS_1100_100900076,서울대병원장례식장,37.580555399,126.997430965
BS_1100_100900077,완성빌라,37.603402086,126.957501124
BS_1100_100900078,낙원상가,37.57376,126.987417
BS_1100_100900079,힐탑,37.611605557,126.969020575
BS_1100_100900080,상명대후문,37.604025579,126.957335411
BS_1100_100900081,수운회관,37.575219,126.986671
BS_1100_100900082,넓은마당,37.575272806,126.962888046
BS_1100_100900083,화인빌라,37.61293453,126.968538616
BS_1100_100900085,서울대어린이병원응급실.갑상선센터,37.578686,126.99984
BS_1100_100900086,헌법재판소.안국역,37.577387,126.985816
BS_1100_100900088,무악현대아파트후문,37.576337226,126.961941164
BS_1100_100900089,박종화고택입구,37.614310258,126.967687346
BS_1100_100900090,이화사거리,37.576513,127.002101
BS_1100_100900091,산정빌라,37.605151994,126.9574922
BS_1100_100900092,아름다운가게.정독도서관,37.57895,126.985123
BS_1100_100900093,쌍용아파트입구.창신역,37.580511226,127.014963574
BS_1100_100900094,린덴바움숲유치원,37.57466928,126.961804044
BS_1100_100900095,보현산신각,37.613482524,126.965779052
BS_1100_100900096,원남로터리,37.576237374,126.997511497
BS_1100_100900097,구기빌라,37.606268614,126.957979725
BS_1100_100900098,평창동산림제3초소,37.617356,126.977104
BS_1100_100900099,통인시장.종로구보건소,37.580335029,126.96875048
BS_1100_100900100,삼청파출소,37.58164517,126.98132582
BS_1100_100900101,종로사우나,37.573801115,126.987750353
BS_1100_100900102,종로도서관,37.576484227,126.96712516
BS_1100_100900103,평창공원지킴터입구,37.616396398,126.975743876
BS_1100_100900104,오거리.한옥마을입구,37.579468437,126.969739266
BS_1100_100900105,정독도서관,37.580262,126.980074
BS_1100_100900106,인사동들머리.3.1독립선언터,37.571947024,126.983296967
BS_1100_100900107,종로5가역.중부교육지원청,37.571419246,127.002089846
BS_1100_100900108,활터앞,37.576812612,126.965329385
BS_1100_100900109,참샘골공원,37.614612,126.974255
BS_1100_100900110,성균관대학교,37.586047,126.996857
BS_1100_100900111,광화문새마을금고,37.57949309,126.971027718
BS_1100_100900112,상명초등학교,37.600923812,126.956715418
BS_1100_100900113,단군성전앞,37.575560092,126.965317512
BS_1100_100900114,무애사,37.613900428,126.971845804
BS_1100_100900115,서교빌라,37.601989057,126.957155366
BS_1100_100900116,종각역YMCA,37.570379,126.985096
BS_1100_100900117,동대문역.2번출구,37.572049447,127.0117218
BS_1100_100900118,종로문화센터,37.574693556,126.964532142
BS_1100_100900119,EN갤러리,37.613411,126.970607
BS_1100_100900120,경진빌라,37.602003717,126.957830361
BS_1100_100900121,금강제화,37.57057,126.98756
BS_1100_100900122,창신초교,37.576037212,127.015720096
BS_1100_100900123,교남동새마을금고,37.571494355,126.962337459
BS_1100_100900124,형제봉입구,37.612864315,126.98168615
BS_1100_100900125,현대사거리,37.579306,126.987
BS_1100_100900126,대신중고,37.572617808,126.961689325
BS_1100_100900127,연화정사,37.614649005,126.979493843
BS_1100_100900128,이화사거리,37.575320067,127.002281288
BS_1100_100900129,삼청공원삼거리.옥호정터,37.587418518,126.981744474
BS_1100_100900131,재동초등학교,37.578791085,126.985361713
BS_1100_100900133,카센터.터널앞,37.57409862,126.965889517
BS_1100_100900134,감람산기도원,37.615943929,126.979872965
BS_1100_100900135,금융연수원,37.585877671,126.981847891
BS_1100_100900137,충신시장,37.57497665,127.005404874
BS_1100_100900138,사직공원.경복궁역입구,37.576220689,126.968903909
BS_1100_100900139,김창열.윤명로화실,37.616304998,126.978368544
BS_1100_100900140,박노수미술관,37.58102656,126.96689445
BS_1100_100900141,삼청동주민센터,37.584684683,126.982210515
BS_1100_100900142,상명대입구,37.600021011,126.956958302
BS_1100_100900143,대학로입구.이화사거리,37.575984165,127.0025802
BS_1100_100900144,운현궁,37.575271614,126.98698138
BS_1100_100900145,배화여중고,37.576755631,126.967815671
BS_1100_100900147,감사원,37.586265652,126.985561803
BS_1100_100900148,청룡사.보문파크뷰자이아파트,37.57978465,127.017150879
BS_1100_100900149,강북삼성병원,37.568531524,126.968337685
BS_1100_100900151,혜화초등학교,37.587389292,126.999990941
BS_1100_100900152,상명대입구,37.599854471,126.957402347
BS_1100_100900153,사우디대사관,37.583863308,126.985248624
BS_1100_100900154,서울시교육청,37.569383,126.966702
BS_1100_100900155,김종영미술관,37.613263788,126.978112295
BS_1100_100900156,세검정교회,37.599386,126.960029
BS_1100_100900157,안국선원.삼거리,37.58274325,126.985220539
BS_1100_100900159,스위스대사관,37.570137,126.965696
BS_1100_100900160,보현빌라,37.615382,126.978421
BS_1100_100900161,하림각,37.597684727,126.962966384
BS_1100_100900162,북촌한옥마을입구.정세권활동터,37.581280774,126.985168745
BS_1100_100900163,숭인1동주민센터,37.577415001,127.015560748
BS_1100_100900164,월암공원,37.571226,126.964693
BS_1100_100900165,지구촌교회,37.613106,126.979238
BS_1100_100900166,석파정.서울미술관,37.594764323,126.963782418
BS_1100_100900167,볼링장,37.579317,126.98817
BS_1100_100900168,가회동주민센터,37.57994265,126.985129382
BS_1100_100900169,새마을금고,37.587840688,126.996569002
BS_1100_100900170,상명초등학교,37.600904926,126.956817358
BS_1100_100900171,서울국제고등학교,37.589074294,126.997140788
BS_1100_100900172,통일부,37.587530847,126.986107345
BS_1100_100900173,종로센트레빌후문.e편한세상보문아파트,37.581911,127.015935
BS_1100_100900174,국립민속박물관,37.579255185,126.979553372
BS_1100_100900177,경복궁역,37.577072205,126.972473318
BS_1100_100900178,삼청공원,37.588227681,126.981646895
BS_1100_100900179,법련사,37.576587975,126.979665054
BS_1100_100900180,엄마분식,37.601242426,126.955716328
BS_1100_100900181,부암동주민센터.무계원,37.59293534,126.963768226
BS_1100_100900182,구기터널입구,37.608204614,126.956776893
BS_1100_100900184,청구빌라,37.604610256,126.956983973
BS_1100_100900186,독립문역3번출구,37.572878477,126.959745348
BS_1100_100900187,신학대학교총회본부,37.573976309,126.963444567
BS_1100_100900188,적십자병원후문앞,37.567529536,126.965227277
BS_1100_100900189,안국역2번출구앞,37.577172817,126.986118327
BS_1100_100900191,종로5가역.광장시장,37.570772472,127.000038992
BS_1100_100900192,동대문종합시장,37.571212,127.00496
BS_1100_100900197,명륜새마을금고,37.587785,126.996798
BS_1100_100900198,성대입구,37.58335331,126.999284946
BS_1100_100900199,성대입구,37.583266802,126.998853007
BS_1100_100900200,혜화동로터리,37.585919611,127.00100323
BS_1100_100900201,국민생활관,37.589627596,126.999313784
BS_1100_100900202,서울성곽.성대후문,37.589257696,126.989632074
BS_1100_100900203,성대후문.와룡공원,37.589152277,126.989734001
BS_1100_100900204,성균관대학교,37.588463868,126.990003595
BS_1100_100900205,동묘역,37.572694351,127.014245382
BS_1100_100900206,종로센트레빌아파트,37.58035344,127.015692698
BS_1100_100900207,창신초등학교,37.576903204,127.01538855
BS_1100_100900210,창신쌍용1단지.종로센트레빌아파트,37.58032282,127.015569278
BS_1100_100900211,종각.공평유적전시관,37.571593788,126.983242705
BS_1100_100900213,조계사,37.573602109,126.98313641
BS_1100_100900215,교남동주민센터,37.572181981,126.961327811
BS_1100_100900217,종로1.2.3.4가동주민센터,37.574383712,126.991131426
BS_1100_100900218,성균관대정문,37.584957,126.99662
BS_1100_100900219,600주년기념관,37.587329,126.993942
BS_1100_100900220,성균관대운동장,37.587863,126.99237
BS_1100_100900221,학생회관,37.587420393,126.993674633
BS_1100_101000001,남대문세무서,37.564984807,126.987529925
BS_1100_101000002,국가인권위.안중근활동터,37.564350471,126.987851515
BS_1100_101000003,서울역버스환승센터,37.555146016,126.972257085
BS_1100_101000004,서울역버스환승센터,37.555393242,126.972420732
BS_1100_101000005,서울역버스환승센터,37.555393242,126.972573618
BS_1100_101000006,서울역버스환승센터,37.555479413,126.972854774
BS_1100_101000007,서울역버스환승센터.강우규의거터,37.555411,126.972926
BS_1100_101000008,숭례문,37.558638857,126.97377839
BS_1100_101000009,만리동고개,37.551787064,126.962658205
BS_1100_101000010,손기정체육공원입구,37.554445953,126.966233901
BS_1100_101000011,서울의료보건고등학교.서울역서부,37.555848,126.968902
BS_1100_101000012,서울역서부,37.556235,126.969153
BS_1100_101000013,서울역서부,37.557133,126.969212
BS_1100_101000014,중림동교차로,37.558383627,126.969135439
BS_1100_101000015,종근당.충정로역,37.559648,126.964543
BS_1100_101000016,한국경제신문사.서소문역사공원,37.56021115,126.967868015
BS_1100_101000017,한국경제신문사.서소문역사공원,37.560623474,126.968113514
BS_1100_101000018,경찰청.동북아역사재단,37.563049486,126.969126723
BS_1100_101000020,서대문경찰서.농협은행.유관순활동터,37.56490628,126.967786806
BS_1100_101000021,염천교,37.559869,126.973113
BS_1100_101000022,숭례문,37.558401,126.973359
BS_1100_101000023,숭례문.한국일보,37.558771309,126.973737595
BS_1100_101000025,후암삼거리,37.553408,126.975993
BS_1100_101000026,숭례문,37.558763377,126.974362745
BS_1100_101000027,숭례문,37.55841953,126.974043688
BS_1100_101000028,숭례문,37.558000653,126.973627945
BS_1100_101000029,남대문시장악세사리전문상가,37.558873,126.976
BS_1100_101000030,숭례문남산방향,37.558558164,126.975672086
BS_1100_101000031,남대문시장,37.561191081,126.980059759
BS_1100_101000032,북창동.남대문시장,37.56123,126.978282
BS_1100_101000033,시청앞,37.562197,126.976443
BS_1100_101000034,삼성본관앞,37.562051752,126.975907528
BS_1100_101000035,시청앞,37.562764205,126.976148714
BS_1100_101000036,서소문,37.563191,126.974652
BS_1100_101000038,시청.서소문청사,37.563524841,126.974953931
BS_1100_101000039,서울신문사,37.568363294,126.977364705
BS_1100_101000040,우리은행종로지점,37.567839039,126.982865863
BS_1100_101000041,롯데백화점,37.56451,126.982205
BS_1100_101000042,해운센터.롯데영프라자,37.562890785,126.981547839
BS_1100_101000043,롯데영프라자,37.562885,126.982008
BS_1100_101000045,신세계백화점,37.561128,126.981432
BS_1100_101000046,남대문시장.회현역,37.558267524,126.977765055
BS_1100_101000047,남대문시장.회현역,37.558492026,126.978464501
BS_1100_101000048,남산3호터널,37.558312,126.98274
BS_1100_101000049,남산3호터널.서울애니메이션센터,37.559526089,126.982635935
BS_1100_101000050,명동역4번출구,37.560657,126.984917
BS_1100_101000051,퇴계로2가.명동역5번출구,37.56093,126.984362
BS_1100_101000052,퇴계로3가.한옥마을.한국의집,37.561250824,126.991777197
BS_1100_101000053,퇴계로3가.한옥마을.한국의집,37.560902,126.99241
BS_1100_101000054,충무로역2번출구.대한극장앞,37.561238,126.994728
BS_1100_101000055,충무로역8번출구.대한극장앞,37.56203716,126.996492151
BS_1100_101000056,초동,37.563346177,126.993111951
BS_1100_101000057,을지로입구.로얄호텔,37.565875742,126.985390277
BS_1100_101000058,을지로입구.시청입구,37.566138264,126.98117121
BS_1100_101000059,을지로2가.기업은행본점.서울노동청,37.566246226,126.986523353
BS_1100_101000060,을지로2가.파인에비뉴,37.566072,126.98867
BS_1100_101000061,을지로3가,37.566375,126.990263
BS_1100_101000062,을지로3가,37.566120524,126.991327642
BS_1100_101000063,을지로4가,37.566687,126.995933
BS_1100_101000064,을지로4가.베스트웨스턴국도,37.56640104,126.99684733
BS_1100_101000065,중구청앞.덕수중학교,37.564774595,126.998140135
BS_1100_101000066,방산시장.을지로4가역6번출구,37.566818285,126.999258524
BS_1100_101000067,을지로5가.중부시장,37.566620042,127.001115041
BS_1100_101000068,방산시장.훈련원종합체육관,37.567960849,127.002404457
BS_1100_101000069,을지로5가.훈련원종합체육관,37.565824354,127.002594565
BS_1100_101000070,을지로6가.국립중앙의료원,37.566173,127.006233
BS_1100_101000071,광희동,37.565052827,127.007209693
BS_1100_101000072,광희동,37.565171,127.00772
BS_1100_101000073,을지로6가.국립중앙의료원,37.566463113,127.005843482
BS_1100_101000074,동대문역사문화공원,37.567354142,127.008355532
BS_1100_101000075,동대문역사문화공원,37.567483,127.00917
BS_1100_101000077,충무아트센터.스포츠센터.중부소방서,37.565168,127.013527
BS_1100_101000078,충무아트센터.스포츠센터.중부소방서,37.565017886,127.014740867
BS_1100_101000079,성동공업고등학교(무궁화회관),37.568348192,127.015755838
BS_1100_101000080,성동공업고등학교앞,37.568695062,127.016129488
BS_1100_101000081,신당역.중앙시장앞,37.56572828,127.018742655
BS_1100_101000082,신당역.중앙시장앞,37.565492075,127.01947953
BS_1100_101000083,성동고등학교,37.565595,127.022183
BS_1100_101000084,성동고등학교,37.56524,127.022398
BS_1100_101000085,신당동떡볶이타운.중구여성플라자,37.562798,127.015095
